Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
01/01/2017,AMAZONAS,LETICIA (CT),Domingo,15:05:00,KILOMETRO 11,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"91,001,000",1
01/01/2017,ANTIOQUIA,BETANIA,Domingo,21:20:00,LA CUMBRE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"5,091,000",1
01/01/2017,ANTIOQUIA,COPACABANA,Domingo,4:48:00,MACHADO,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"5,212,000",1
01/01/2017,ANTIOQUIA,EBÉJICO,Domingo,5:00:00,SAGUA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"5,240,000",1
01/01/2017,ANTIOQUIA,EL BAGRE,Domingo,6:30:00,LAS BRISAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"5,250,000",1
01/01/2017,ANTIOQUIA,ITUANGO,Domingo,6:40:00,PEÑITAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,DIVORCIADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"5,361,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:30:00,DOCE DE OCTUBRE C-6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:30:00,EL RINCON C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,22:10:00,LA PILARICA C-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,4,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,13:40:00,EL RINCON C-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,22:15:00,DOCE DE OCTUBRE C-6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,4:20:00,13 DE NOVIIEMBRE C-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,7:50:00,BARRIO COLON C-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,VALDIVIA,Domingo,14:30:00,CHAVELINO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"5,854,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,14:00:00,BOSTON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,22:20:00,SAN ROQUE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,65,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,17:45:00,EL BOSQUE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,12:50:00,LAS NIEVES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,3:05:00,7 DE ABRIL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,10:35:00,NUEVA COLOMBIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR MOTOCICLETA,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"8,001,000",1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,10:25:00,CARLOS MEISEL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"8,001,000",1
01/01/2017,BOYACÁ,OTANCHE,Domingo,0:30:00,VDA.CUNCHALA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"15,507,000",1
01/01/2017,CALDAS,MANIZALES (CT),Domingo,19:00:00,SAN ANTONIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"17,001,000",1
01/01/2017,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Domingo,23:55:00,     BARRIO EL CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"18,150,000",1
01/01/2017,CAQUETÁ,FLORENCIA (CT),Domingo,13:30:00,ANGEL RICARDO ACOSTA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"18,001,000",1
01/01/2017,CAQUETÁ,PUERTO RICO,Domingo,2:00:00,      BARRIO LAS AMERICAS,URBANA,DISCOTECAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,"18,592,000",1
01/01/2017,CAUCA,ARGELIA,Domingo,9:00:00,EL POBLADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,050,000",1
01/01/2017,CAUCA,ARGELIA,Domingo,6:30:00,EL RECREO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,PRIMARIA,"19,050,000",1
01/01/2017,CAUCA,ARGELIA,Domingo,5:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,050,000",1
01/01/2017,CAUCA,BALBOA,Domingo,22:00:00,FATIMA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"19,075,000",1
01/01/2017,CAUCA,BALBOA,Domingo,22:00:00,FATIMA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"19,075,000",1
01/01/2017,CAUCA,BALBOA,Domingo,13:59:00,LAS PALMAS,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,075,000",1
01/01/2017,CAUCA,BOLÍVAR,Domingo,21:30:00,C/MIENTO DE SAN JUAN,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,100,000",1
01/01/2017,CAUCA,BOLÍVAR,Domingo,2:00:00,VDA LA MONJA,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,100,000",1
01/01/2017,CAUCA,CORINTO,Domingo,8:00:00,LA PLAYA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,212,000",1
01/01/2017,CAUCA,CORINTO,Domingo,6:20:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"19,212,000",1
01/01/2017,CAUCA,PATÍA,Domingo,10:30:00,VDA BETANIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"19,532,000",1
01/01/2017,CAUCA,PATÍA,Domingo,9:20:00,CUATRO ESQUINAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,-,PRIMARIA,"19,532,000",1
01/01/2017,CAUCA,POPAYÁN (CT),Domingo,9:30:00,RETIRO BAJO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"19,001,000",1
01/01/2017,CESAR,VALLEDUPAR (CT),Domingo,15:39:00,LAS PALMAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"20,001,000",1
01/01/2017,CÓRDOBA,MONTERÍA (CT),Domingo,17:40:00,CAMILO TORRES,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"23,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:00:00,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2:00:00,NUEVA DELLY E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:20:00,ALAMEDA DEL SUR E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,6:40:00,EL ROCIO E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12:40:00,CALDAS E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:10:00,LUCERO BAJO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:44:00,LAS AGUAS E-17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2017,CUNDINAMARCA,FACATATIVÁ,Domingo,2:20:00,"CHICO I, II, III",URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"25,269,000",1
01/01/2017,CUNDINAMARCA,NARIÑO,Domingo,21:00:00,VER.GARBANZAL,RURAL,TRAMO DE VIA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"25,483,000",1
01/01/2017,CUNDINAMARCA,SOACHA,Domingo,4:00:00,LUIS CARLOS GALAN I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"25,754,000",1
01/01/2017,CUNDINAMARCA,SOACHA,Domingo,5:20:00,SAN MATEO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"25,754,000",1
01/01/2017,CUNDINAMARCA,SOACHA,Domingo,4:25:00,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"25,754,000",1
01/01/2017,GUAJIRA,DIBULLA,Domingo,4:00:00,EL BOSQUE,URBANA,PARQUES,CONTUNDENTES,A PIE,A PIE,7,MASCULINO,SOLTERO,-,DESEMPLEADO,-,ANALFABETA,"44,090,000",1
01/01/2017,HUILA,HOBO,Domingo,17:00:00,SAN JUAN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"41,349,000",1
01/01/2017,HUILA,HOBO,Domingo,5:30:00,SAN PEDRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"41,349,000",1
01/01/2017,HUILA,NEIVA (CT),Domingo,6:30:00,LAS AMERICAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"41,001,000",1
01/01/2017,HUILA,PALERMO,Domingo,9:40:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"41,524,000",1
01/01/2017,HUILA,VILLAVIEJA,Domingo,5:30:00,VEREDA LA VICTORIA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"41,872,000",1
01/01/2017,MAGDALENA,SABANAS DE SAN ANGEL,Domingo,3:00:00,CORREGIMIENTO LAS MULAS,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,"47,660,000",1
01/01/2017,MAGDALENA,SANTA MARTA (CT),Domingo,10:00:00,LUIS R. K.,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"47,001,000",1
01/01/2017,META,PUERTO CONCORDIA,Domingo,3:10:00,VEREDA LA PRIMAVERA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"50,450,000",1
01/01/2017,NARIÑO,EL PEÑOL,Domingo,3:00:00,VEREDA    SAN FRANCISCO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"52,254,000",1
01/01/2017,NARIÑO,POTOSÍ,Domingo,0:00:00,VDA MUESES,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"52,560,000",1
01/01/2017,NARIÑO,ROBERTO PAYÁN,Domingo,5:00:00,PRIMAVERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"52,621,000",1
01/01/2017,NARIÑO,SAN ANDRES DE TUMACO,Domingo,12:48:00,NUEVA INDEPENDENCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DEPORTISTA,-,SECUNDARIA,"52,835,000",1
01/01/2017,NARIÑO,SANDONÁ,Domingo,5:00:00,VDA LA REGADERA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"52,683,000",1
01/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,4:00:00,BARRIO LATINO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"54,001,000",1
01/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,20:48:00,BARRIO GAITAN,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"54,001,000",1
01/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,20:59:00,CASERIO LA FLORESTA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"54,001,000",1
01/01/2017,NORTE DE SANTANDER,SAN CAYETANO,Domingo,12:00:00,CORREGIMIENTO URIMACO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"54,673,000",1
01/01/2017,NORTE DE SANTANDER,SAN CAYETANO,Domingo,12:00:00,CORREGIMIENTO URIMACO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,PRIMARIA,"54,673,000",1
01/01/2017,PUTUMAYO,PUERTO LEGUÍZAMO,Domingo,4:00:00,LAS VILLAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"86,573,000",1
01/01/2017,PUTUMAYO,SAN MIGUEL,Domingo,5:30:00,LIBERTAD,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"86,757,000",1
01/01/2017,QUINDÍO,ARMENIA (CT),Domingo,16:55:00,CIUDAD DORADA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"63,001,000",1
01/01/2017,RISARALDA,BELÉN DE UMBRÍA,Domingo,18:43:00,VEREDA LA FLORIDA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"66,088,000",1
01/01/2017,RISARALDA,PEREIRA (CT),Domingo,10:46:00,VILLA ELISA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"66,001,000",1
01/01/2017,RISARALDA,SANTUARIO,Domingo,7:30:00,VEREDA ALTO PEÑAS BLANCAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"66,687,000",1
01/01/2017,SANTANDER,BARICHARA,Domingo,10:00:00,VRDA  EL PINO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"68,079,000",1
01/01/2017,SANTANDER,BUCARAMANGA (CT),Domingo,4:30:00,EL PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"68,001,000",1
01/01/2017,TOLIMA,DOLORES,Domingo,3:30:00,VRDA. LAS PAVAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"73,236,000",1
01/01/2017,TOLIMA,IBAGUÉ (CT),Domingo,7:55:00,JARDIN SANTANDER,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"73,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,9:20:00,CGTO MONTEBELLO E1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,PRIMARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,7:15:00,PROMOCIONES POPULARES E14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,7:20:00,V. MERCEDES I - V. LUZ- LAS GARZAS E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,8:20:00,DESEPAZ INVICALI E21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,6:10:00,LA FLORESTA E8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,14:05:00,MARROQUIN III E13,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,20:47:00,LOS PINOS E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,15:46:00,SAN JUDAS TADEO I E10,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,6:33:00,MARIANO RAMOS E16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,GUADALAJARA DE BUGA,Domingo,12:16:00,JORGE ELIECER GAITAN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"76,111,000",1
01/01/2017,VALLE,JAMUNDÍ,Domingo,10:18:00,TERRANOVA E24,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"76,364,000",1
